Cust ID,Date of Application,Cust Segment, Application Credit Score ,Application Amount,Approved_vs_Declined,Decline Reason,Due Date - 1st Payment,`Due Date - 2nd Payment,Due Date - 3rd Payment,Actual Date - 1st Payment ,Actual Date - 2nd Payment,Actual Date - 3rd Payment,Paid Back or Defaulted
19861,02/02/2021,Mid,  699 ,53,Approved,,3/4/2021,4/3/2021,5/3/2021,3/7/2021,4/3/2021,5/3/2021,Paid Back
19862,05/02/2021,Mid,  648 ,129,Approved,,3/7/2021,4/6/2021,5/6/2021,3/16/2021,4/6/2021,5/6/2021,Paid Back
19863,07/02/2021,Low,  657 ,107,Approved,,3/9/2021,4/8/2021,5/8/2021,,,,Defaulted
19864,07/01/2021,Low,  599 ,139,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19865,19/02/2021,Mid,  655 ,80,Approved,,3/21/2021,4/20/2021,5/20/2021,,,,Defaulted
19866,23/03/2021,High,  689 ,79,Approved,,4/22/2021,5/22/2021,6/21/2021,,,,Defaulted
19867,19/02/2021,Mid,  637 ,74,Approved,,3/21/2021,4/20/2021,5/20/2021,4/19/2021,4/20/2021,5/20/2021,Paid Back
19868,23/03/2021,High,  610 ,98,Approved,,4/22/2021,5/22/2021,6/21/2021,,,,Defaulted
19869,06/02/2021,Mid,  619 ,108,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19870,02/02/2021,Low,  640 ,116,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19871,06/02/2021,Low,  702 ,95,Approved,,3/8/2021,4/7/2021,5/7/2021,3/13/2021,4/7/2021,5/7/2021,Paid Back
19872,26/03/2021,Low,  620 ,165,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19873,25/01/2021,Low,  570 ,115,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19874,07/02/2021,Mid,  598 ,123,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19875,25/02/2021,Mid,  632 ,97,Approved,,3/27/2021,4/26/2021,5/26/2021,3/28/2021,4/26/2021,5/26/2021,Paid Back
19876,09/02/2021,High,  622 ,92,Approved,,3/11/2021,4/10/2021,5/10/2021,,,,Defaulted
19877,07/03/2021,Mid,  671 ,107,Approved,,4/6/2021,5/6/2021,6/5/2021,,,,Defaulted
19878,26/03/2021,Low,  617 ,54,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19879,19/03/2021,High,  576 ,121,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19880,06/02/2021,High,  624 ,95,Approved,,3/8/2021,4/7/2021,5/7/2021,3/30/2021,4/7/2021,5/7/2021,Paid Back
19881,16/02/2021,Mid,  552 ,134,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19882,03/02/2021,Mid,  658 ,140,Approved,,3/5/2021,4/4/2021,5/4/2021,3/8/2021,4/4/2021,5/4/2021,Paid Back
19883,11/03/2021,High,  613 ,110,Approved,,4/10/2021,5/10/2021,6/9/2021,5/7/2021,5/10/2021,6/9/2021,Paid Back
19884,16/03/2021,Mid,  589 ,117,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19885,14/01/2021,Mid,  613 ,59,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19886,22/02/2021,Mid,  645 ,131,Approved,,3/24/2021,4/23/2021,5/23/2021,,,,Defaulted
19887,17/03/2021,Mid,  621 ,85,Approved,,4/16/2021,5/16/2021,6/15/2021,,,,Defaulted
19888,18/03/2021,Low,  677 ,92,Approved,,4/17/2021,5/17/2021,6/16/2021,,,,Defaulted
19889,15/01/2021,Mid,  624 ,114,Approved,,2/14/2021,3/16/2021,4/15/2021,3/3/2021,3/16/2021,4/15/2021,Paid Back
19890,30/01/2021,High,  640 ,65,Approved,,3/1/2021,3/31/2021,4/30/2021,3/10/2021,3/31/2021,4/30/2021,Paid Back
19891,21/02/2021,Low,  705 ,57,Approved,,3/23/2021,4/22/2021,5/22/2021,3/29/2021,4/22/2021,5/22/2021,Paid Back
19892,25/03/2021,High,  602 ,154,Approved,,4/24/2021,5/24/2021,6/23/2021,,,,Defaulted
19893,25/03/2021,High,  652 ,121,Approved,,4/24/2021,5/24/2021,6/23/2021,5/2/2021,5/24/2021,6/23/2021,Paid Back
19894,22/03/2021,Low,  580 ,115,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19895,18/03/2021,Mid,  583 ,91,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19896,09/02/2021,Low,  688 ,102,Approved,,3/11/2021,4/10/2021,5/10/2021,,,,Defaulted
19897,25/01/2021,Low,  613 ,65,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19898,03/03/2021,Mid,  646 ,136,Approved,,4/2/2021,5/2/2021,6/1/2021,4/6/2021,5/2/2021,6/1/2021,Paid Back
19899,04/02/2021,Low,  596 ,109,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19900,02/04/2021,Mid,  555 ,75,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19901,28/03/2021,Mid,  630 ,96,Approved,,4/27/2021,5/27/2021,6/26/2021,,,,Defaulted
19902,03/03/2021,Mid,  590 ,111,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19903,17/02/2021,Low,  630 ,96,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19904,17/02/2021,Mid,  587 ,92,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19905,29/01/2021,Low,  586 ,117,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19906,15/03/2021,High,  748 ,161,Approved,,4/14/2021,5/14/2021,6/13/2021,,,,Defaulted
19907,03/01/2021,Mid,  630 ,111,Approved,,2/2/2021,3/4/2021,4/3/2021,,,,Defaulted
19908,10/02/2021,Mid,  653 ,80,Approved,,3/12/2021,4/11/2021,5/11/2021,3/15/2021,4/11/2021,5/11/2021,Paid Back
19909,11/01/2021,Low,  643 ,73,Approved,,2/10/2021,3/12/2021,4/11/2021,2/14/2021,3/12/2021,4/11/2021,Paid Back
19910,01/04/2021,Low,  553 ,139,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19911,09/02/2021,Mid,  625 ,83,Approved,,3/11/2021,4/10/2021,5/10/2021,4/7/2021,4/10/2021,5/10/2021,Paid Back
19912,27/02/2021,High,  597 ,115,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19913,09/02/2021,Low,  564 ,128,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19914,14/01/2021,Low,  601 ,135,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19915,02/04/2021,Low,  591 ,130,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19916,09/02/2021,Low,  670 ,161,Approved,,3/11/2021,4/10/2021,5/10/2021,,,,Defaulted
19917,08/01/2021,Low,  637 ,75,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19918,19/02/2021,Low,  619 ,72,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19919,27/02/2021,Mid,  634 ,89,Approved,,3/29/2021,4/28/2021,5/28/2021,4/8/2021,4/28/2021,5/28/2021,Paid Back
19920,21/02/2021,Mid,  612 ,113,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19921,17/03/2021,Low,  660 ,128,Approved,,4/16/2021,5/16/2021,6/15/2021,4/23/2021,5/16/2021,6/15/2021,Paid Back
19922,10/01/2021,Low,  630 ,102,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19923,09/01/2021,Mid,  519 ,136,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19924,12/03/2021,Low,  582 ,98,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19925,13/02/2021,High,  570 ,109,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19926,04/02/2021,Mid,  616 ,62,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19927,04/02/2021,Mid,  581 ,110,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19928,10/01/2021,Mid,  608 ,151,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19929,23/03/2021,Mid,  671 ,50,Approved,,4/22/2021,5/22/2021,6/21/2021,,,,Defaulted
19930,25/01/2021,Mid,  617 ,113,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19931,27/02/2021,Low,  721 ,135,Approved,,3/29/2021,4/28/2021,5/28/2021,4/8/2021,4/28/2021,5/28/2021,Paid Back
19932,14/02/2021,Mid,  631 ,61,Approved,,3/16/2021,4/15/2021,5/15/2021,,,,Defaulted
19933,18/03/2021,High,  598 ,73,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19934,09/02/2021,High,  625 ,108,Approved,,3/11/2021,4/10/2021,5/10/2021,,,,Defaulted
19935,06/02/2021,Low,  662 ,91,Approved,,3/8/2021,4/7/2021,5/7/2021,3/17/2021,4/7/2021,5/7/2021,Paid Back
19936,16/02/2021,Mid,  591 ,123,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19937,01/04/2021,Low,  620 ,124,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19938,02/04/2021,High,  640 ,74,Approved,,5/2/2021,6/1/2021,7/1/2021,,,,Defaulted
19939,20/02/2021,Low,  615 ,68,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19940,25/01/2021,Mid,  614 ,106,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19941,20/01/2021,High,  672 ,78,Approved,,2/19/2021,3/21/2021,4/20/2021,2/21/2021,3/21/2021,4/20/2021,Paid Back
19942,15/02/2021,High,  598 ,83,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19943,17/02/2021,High,  542 ,110,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19944,02/04/2021,Low,  584 ,101,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19945,14/03/2021,Low,  647 ,96,Approved,,4/13/2021,5/13/2021,6/12/2021,4/20/2021,5/13/2021,6/12/2021,Paid Back
19946,12/03/2021,Low,  661 ,50,Approved,,4/11/2021,5/11/2021,6/10/2021,,,,Defaulted
19947,15/03/2021,Mid,  618 ,109,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19948,13/02/2021,Mid,  682 ,124,Approved,,3/15/2021,4/14/2021,5/14/2021,3/15/2021,4/14/2021,5/14/2021,Paid Back
19949,16/03/2021,Low,  643 ,91,Approved,,4/15/2021,5/15/2021,6/14/2021,4/16/2021,5/15/2021,6/14/2021,Paid Back
19950,28/03/2021,High,  537 ,125,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19951,15/02/2021,Mid,  573 ,102,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19952,05/03/2021,Mid,  611 ,101,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19953,12/02/2021,Mid,  671 ,78,Approved,,3/14/2021,4/13/2021,5/13/2021,3/19/2021,4/13/2021,5/13/2021,Paid Back
19954,27/03/2021,Low,  632 ,76,Approved,,4/26/2021,5/26/2021,6/25/2021,,,,Defaulted
19955,08/01/2021,Low,  625 ,79,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19956,05/03/2021,High,  634 ,124,Approved,,4/4/2021,5/4/2021,6/3/2021,,,,Defaulted
19957,15/03/2021,High,  602 ,111,Approved,,4/14/2021,5/14/2021,6/13/2021,,,,Defaulted
19958,20/03/2021,Low,  709 ,112,Approved,,4/19/2021,5/19/2021,6/18/2021,,,,Defaulted
19959,09/01/2021,Mid,  615 ,132,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19960,29/01/2021,Low,  594 ,97,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19961,26/03/2021,High,  622 ,89,Approved,,4/25/2021,5/25/2021,6/24/2021,,,,Defaulted
19962,27/02/2021,Mid,  585 ,131,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19963,01/04/2021,Low,  658 ,123,Approved,,5/1/2021,5/31/2021,6/30/2021,5/9/2021,5/31/2021,6/30/2021,Paid Back
19964,14/03/2021,Low,  524 ,143,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19965,23/01/2021,Mid,  644 ,59,Approved,,2/22/2021,3/24/2021,4/23/2021,2/24/2021,3/24/2021,4/23/2021,Paid Back
19966,17/02/2021,Mid,  639 ,98,Approved,,3/19/2021,4/18/2021,5/18/2021,4/7/2021,4/18/2021,5/18/2021,Paid Back
19967,02/03/2021,Mid,  633 ,82,Approved,,4/1/2021,5/1/2021,5/31/2021,,,,Defaulted
19968,18/03/2021,Mid,  588 ,150,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19969,15/02/2021,Mid,  616 ,59,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19970,24/03/2021,Mid,  597 ,123,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19971,03/02/2021,Mid,  652 ,67,Approved,,3/5/2021,4/4/2021,5/4/2021,3/9/2021,4/4/2021,5/4/2021,Paid Back
19972,08/02/2021,Mid,  579 ,63,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19973,18/02/2021,Mid,  578 ,120,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19974,02/04/2021,High,  599 ,89,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19975,23/01/2021,High,  636 ,103,Approved,,2/22/2021,3/24/2021,4/23/2021,,,,Defaulted
19976,25/03/2021,Mid,  609 ,122,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19977,23/02/2021,Mid,  684 ,113,Approved,,3/25/2021,4/24/2021,5/24/2021,3/29/2021,4/24/2021,5/24/2021,Paid Back
19978,26/02/2021,High,  601 ,77,Approved,,3/28/2021,4/27/2021,5/27/2021,,,,Defaulted
19979,04/03/2021,Low,  625 ,127,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19980,10/03/2021,Mid,  708 ,60,Approved,,4/9/2021,5/9/2021,6/8/2021,,,,Defaulted
19981,22/03/2021,Mid,  581 ,158,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19982,11/01/2021,Low,  693 ,120,Approved,,2/10/2021,3/12/2021,4/11/2021,2/16/2021,3/12/2021,4/11/2021,Paid Back
19983,02/04/2021,Mid,  653 ,35,Approved,,5/2/2021,6/1/2021,7/1/2021,5/8/2021,6/1/2021,7/1/2021,Paid Back
19984,04/02/2021,High,  626 ,118,Approved,,3/6/2021,4/5/2021,5/5/2021,,,,Defaulted
19985,13/01/2021,Mid,  601 ,120,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19986,23/03/2021,Low,  538 ,113,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19987,09/03/2021,Low,  616 ,94,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19988,30/03/2021,High,  631 ,129,Approved,,4/29/2021,5/29/2021,6/28/2021,5/5/2021,5/29/2021,6/28/2021,Paid Back
19989,11/03/2021,Low,  634 ,98,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19990,10/03/2021,Mid,  666 ,107,Approved,,4/9/2021,5/9/2021,6/8/2021,4/15/2021,5/9/2021,6/8/2021,Paid Back
19991,09/01/2021,High,  620 ,89,Approved,,2/8/2021,3/10/2021,4/9/2021,2/15/2021,3/10/2021,4/9/2021,Paid Back
19992,23/02/2021,Mid,  651 ,136,Approved,,3/25/2021,4/24/2021,5/24/2021,,,,Defaulted
19993,10/03/2021,Low,  629 ,114,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19994,26/02/2021,Mid,  705 ,86,Approved,,3/28/2021,4/27/2021,5/27/2021,4/2/2021,4/27/2021,5/27/2021,Paid Back
19995,20/02/2021,Mid,  616 ,110,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
19996,06/03/2021,Mid,  573 ,90,Approved,,4/5/2021,5/5/2021,6/4/2021,6/16/2021,5/5/2021,6/4/2021,Paid Back
19997,31/03/2021,Low,  648 ,121,Approved,,4/30/2021,5/30/2021,6/29/2021,5/4/2021,5/30/2021,6/29/2021,Paid Back
19998,08/03/2021,Low,  663 ,94,Approved,,4/7/2021,5/7/2021,6/6/2021,4/15/2021,5/7/2021,6/6/2021,Paid Back
19999,23/03/2021,Low,  683 ,34,Approved,,4/22/2021,5/22/2021,6/21/2021,4/24/2021,5/22/2021,6/21/2021,Paid Back
20000,03/02/2021,Low,  583 ,100,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20001,27/02/2021,Mid,  676 ,67,Approved,,3/29/2021,4/28/2021,5/28/2021,,,,Defaulted
20002,04/02/2021,Low,  560 ,142,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20003,06/02/2021,Mid,  558 ,107,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20004,19/03/2021,Low,  632 ,115,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20005,21/03/2021,Mid,  663 ,136,Approved,,4/20/2021,5/20/2021,6/19/2021,,,,Defaulted
20006,22/03/2021,High,  691 ,113,Approved,,4/21/2021,5/21/2021,6/20/2021,,,,Defaulted
20007,16/03/2021,High,  620 ,123,Approved,,4/15/2021,5/15/2021,6/14/2021,,,,Defaulted
20008,22/02/2021,Low,  655 ,112,Approved,,3/24/2021,4/23/2021,5/23/2021,3/25/2021,4/23/2021,5/23/2021,Paid Back
20009,30/03/2021,Mid,  629 ,98,Approved,,4/29/2021,5/29/2021,6/28/2021,,,,Defaulted
20010,14/02/2021,Low,  611 ,133,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20011,10/02/2021,Mid,  670 ,76,Approved,,3/12/2021,4/11/2021,5/11/2021,3/19/2021,4/11/2021,5/11/2021,Paid Back
20012,02/04/2021,Mid,  681 ,136,Approved,,5/2/2021,6/1/2021,7/1/2021,5/3/2021,6/1/2021,7/1/2021,Paid Back
20013,05/02/2021,Mid,  588 ,89,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20014,03/02/2021,Mid,  656 ,128,Approved,,3/5/2021,4/4/2021,5/4/2021,,,,Defaulted
20015,09/02/2021,Mid,  545 ,116,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20016,02/04/2021,Low,  638 ,55,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20017,14/03/2021,Low,  597 ,133,Approved,,4/13/2021,5/13/2021,6/12/2021,6/10/2021,5/13/2021,6/12/2021,Paid Back
20018,08/03/2021,High,  634 ,114,Approved,,4/7/2021,5/7/2021,6/6/2021,,,,Defaulted
20019,06/01/2021,Mid,  538 ,60,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20020,20/02/2021,Low,  581 ,141,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20021,01/04/2021,Mid,  629 ,137,Approved,,5/1/2021,5/31/2021,6/30/2021,5/19/2021,5/31/2021,6/30/2021,Paid Back
20022,20/03/2021,Mid,  690 ,63,Approved,,4/19/2021,5/19/2021,6/18/2021,4/19/2021,5/19/2021,6/18/2021,Paid Back
20023,26/02/2021,Low,  592 ,71,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20024,13/01/2021,Low,  651 ,93,Approved,,2/12/2021,3/14/2021,4/13/2021,2/13/2021,3/14/2021,4/13/2021,Paid Back
20025,27/01/2021,Mid,  652 ,73,Approved,,2/26/2021,3/28/2021,4/27/2021,2/26/2021,3/28/2021,4/27/2021,Paid Back
20026,17/01/2021,Low,  638 ,103,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20027,01/02/2021,High,  612 ,124,Approved,,3/3/2021,4/2/2021,5/2/2021,3/29/2021,4/2/2021,5/2/2021,Paid Back
20028,22/03/2021,Mid,  650 ,117,Approved,,4/21/2021,5/21/2021,6/20/2021,4/30/2021,5/21/2021,6/20/2021,Paid Back
20029,17/03/2021,High,  576 ,132,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20030,27/02/2021,Mid,  770 ,144,Approved,,3/29/2021,4/28/2021,5/28/2021,4/1/2021,4/28/2021,5/28/2021,Paid Back
20031,16/01/2021,High,  649 ,125,Approved,,2/15/2021,3/17/2021,4/16/2021,2/22/2021,3/17/2021,4/16/2021,Paid Back
20032,27/02/2021,Mid,  638 ,127,Approved,,3/29/2021,4/28/2021,5/28/2021,4/2/2021,4/28/2021,5/28/2021,Paid Back
20033,11/03/2021,High,  611 ,95,Approved,,4/10/2021,5/10/2021,6/9/2021,5/2/2021,5/10/2021,6/9/2021,Paid Back
20034,15/03/2021,Low,  687 ,65,Approved,,4/14/2021,5/14/2021,6/13/2021,,,,Defaulted
20035,10/03/2021,Mid,  560 ,137,Approved,,4/9/2021,5/9/2021,6/8/2021,,,,Defaulted
20036,11/03/2021,Mid,  625 ,101,Approved,,4/10/2021,5/10/2021,6/9/2021,4/17/2021,5/10/2021,6/9/2021,Paid Back
20037,13/02/2021,Low,  679 ,123,Approved,,3/15/2021,4/14/2021,5/14/2021,3/25/2021,4/14/2021,5/14/2021,Paid Back
20038,04/01/2021,Mid,  644 ,99,Approved,,2/3/2021,3/5/2021,4/4/2021,,,,Defaulted
20039,14/01/2021,High,  628 ,126,Approved,,2/13/2021,3/15/2021,4/14/2021,,,,Defaulted
20040,24/03/2021,Mid,  639 ,134,Approved,,4/23/2021,5/23/2021,6/22/2021,,,,Defaulted
20041,09/02/2021,High,  588 ,156,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20042,25/01/2021,Low,  614 ,134,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20043,22/03/2021,Low,  628 ,87,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20044,03/02/2021,Mid,  590 ,148,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20045,25/02/2021,Low,  652 ,52,Approved,,3/27/2021,4/26/2021,5/26/2021,4/2/2021,4/26/2021,5/26/2021,Paid Back
20046,09/03/2021,Low,  585 ,65,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20047,31/03/2021,Low,  663 ,66,Approved,,4/30/2021,5/30/2021,6/29/2021,5/10/2021,5/30/2021,6/29/2021,Paid Back
20048,02/02/2021,Low,  668 ,126,Approved,,3/4/2021,4/3/2021,5/3/2021,3/12/2021,4/3/2021,5/3/2021,Paid Back
20049,12/03/2021,High,  589 ,84,Approved,,4/11/2021,5/11/2021,6/10/2021,,,,Defaulted
20050,10/02/2021,Mid,  566 ,151,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20051,23/03/2021,High,  603 ,156,Approved,,4/22/2021,5/22/2021,6/21/2021,,,,Defaulted
20052,06/01/2021,Low,  608 ,103,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20053,24/02/2021,Low,  657 ,79,Approved,,3/26/2021,4/25/2021,5/25/2021,,,,Defaulted
20054,13/02/2021,High,  628 ,130,Approved,,3/15/2021,4/14/2021,5/14/2021,,,,Defaulted
20055,13/03/2021,Mid,  674 ,120,Approved,,4/12/2021,5/12/2021,6/11/2021,4/14/2021,5/12/2021,6/11/2021,Paid Back
20056,02/04/2021,High,  653 ,130,Approved,,5/2/2021,6/1/2021,7/1/2021,5/10/2021,6/1/2021,7/1/2021,Paid Back
20057,26/02/2021,Low,  628 ,147,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20058,06/01/2021,Low,  648 ,130,Approved,,2/5/2021,3/7/2021,4/6/2021,,,,Defaulted
20059,20/02/2021,Mid,  658 ,124,Approved,,3/22/2021,4/21/2021,5/21/2021,,,,Defaulted
20060,12/02/2021,Low,  614 ,68,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20061,28/02/2021,Low,  555 ,132,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
