Cust ID,Trans ID,Timestamp,Merchant Segment,Device,Funding Instrument,Price,ZipCode,Account_age_months,Sum_12_mnth_credit_txn,Sum_12_mnth_debit_txn,Pcnt_debit_cards_in_wallet,Num_premium_cards,Eng_segment
19856,EF0850A7,2021-03-07 18:00:14,Pantry, Web ,PayPal_Pay_Later,109,67382,3,1474,23197,96,2,About_to_churn
19857,E825D63B,2021-03-15 07:48:17,Website-services, Mobile ,Netbanking,389,16668,12,4522,10369,45,1,High
19858,5D01FC28,2021-04-22 12:34:09,Website-services, Mobile ,PayPal_Pay_Later,819,81176,7,627,23123,89,1,About_to_churn
19859,7AB32FE4,2021-06-08 23:07:18,Electronics, Mobile ,Netbanking,1096,65907,1,4150,10570,53,2,Medium
19860,E70089D1,2021-03-29 04:01:24,Electronics, Web ,Wallet,440,10616,8,4813,11219,65,1,Medium
19861,3129B119,2021-03-13 14:28:04,Fashion, Mobile ,PayPal_Pay_Later,73,33895,12,750,16392,85,1,Low
19862,87866E8A,2021-05-24 09:42:37,Travel, Mobile ,PayPal_Credit_Card,4153,26301,35,25750,2556,16,4,High
19863,8451E24E,2021-03-30 23:17:20,Fashion, Mobile ,PayPal_Pay_Later,217,25790,16,300,27632,77,2,Low
19864,61F88D46,2021-03-08 12:09:10,Pantry, Web ,PayPal_Pay_Later,356,73422,3,1229,15854,78,2,About_to_churn
19865,85AE541D,2021-05-12 18:17:38,Fashion, Mobile ,PayPal_Pay_Later,148,55559,19,1557,17401,96,2,About_to_churn
19866,4F8C404A,2021-05-16 19:55:56,Travel, Mobile ,PayPal_Credit_Card,1289,53211,56,25396,3872,16,4,High
19867,D379C051,2021-05-19 14:42:44,Travel, Web ,Debit_Card,2613,19374,24,1109,14760,59,3,Medium
19868,435BB401,2021-04-10 14:04:38,Website-services, Mobile ,Debit_Card,939,73302,1,1653,20696,76,3,Medium
19869,1053E717,2021-05-26 16:02:33,Travel, POS ,PayPal_Cobrand_Card,1868,13226,41,5177,3300,16,8,Medium
19870,783818B6,2021-03-02 21:59:18,Travel, Web ,PayPal_Credit_Card,2056,36308,36,5547,2125,18,4,Medium
19871,0D0B0123,2021-04-20 17:31:39,Travel, Web ,PayPal_Cobrand_Card,1171,81684,30,8021,2271,25,4,Low
19872,C1CDF4B9,2021-03-18 11:38:50,Travel, Mobile ,Debit_Card,1497,80592,19,1148,12490,55,1,Low
19873,BF26BE7D,2021-03-09 07:42:50,Travel, Mobile ,Debit_Card,3822,15520,6,1459,20854,63,3,About_to_churn
19874,3D92A356,2021-05-28 19:55:25,Website-services, Web ,Wallet,268,50985,18,1554,9207,64,0,Medium
19875,8EC78157,2021-03-23 06:32:48,Fashion, Web ,PayPal_Pay_Later,165,81628,17,1463,19045,83,1,Low
19876,37CCB2FB,2021-03-22 21:33:54,Pantry, Mobile ,PayPal_Pay_Later,116,57099,12,405,27417,97,1,Medium
19877,FC236745,2021-05-15 19:05:25,Website-services, Web ,Wallet,474,63770,11,7486,10483,58,1,Low
19878,464CE9D7,2021-05-19 21:39:09,Electronics, POS ,PayPal_Cobrand_Card,1050,80496,38,22638,1850,6,7,High
19879,82F64E77,2021-03-18 02:18:02,Pantry, Mobile ,PayPal_Pay_Later,141,13226,11,857,19348,81,2,Low
19880,559E87F1,2021-04-15 17:08:51,Travel, Mobile ,PayPal_Credit_Card,3152,86717,47,43779,2718,13,5,Medium
19881,0918AA06,2021-03-21 12:30:17,Website-services, Web ,Netbanking,762,74601,9,3405,16868,50,1,High
19882,A5314C50,2021-05-28 17:01:44,Fashion, Web ,PayPal_Pay_Later,55,33259,8,1141,23749,87,2,About_to_churn
19883,60B3A4E3,2021-05-14 18:26:45,Fashion, Web ,Wallet,223,53083,5,7747,10323,68,0,Medium
19884,E829DB8B,2021-03-19 15:24:24,Pantry, Web ,Wallet,299,76326,17,1476,10027,64,0,Medium
19885,56D8921A,2021-04-16 18:30:56,Pantry, Mobile ,PayPal_Pay_Later,36,46147,16,762,26224,100,1,About_to_churn
19886,88D92ECA,2021-03-04 23:37:04,Fashion, Mobile ,PayPal_Pay_Later,181,39777,3,323,29708,75,2,Low
19887,2E518B15,2021-04-02 02:47:41,Pantry, Mobile ,PayPal_Pay_Later,56,52418,13,1211,26187,90,1,About_to_churn
19888,8F773AC4,2021-05-08 06:42:35,Fashion, Web ,PayPal_Pay_Later,124,35220,6,874,23381,91,2,Low
19889,92658A4F,2021-03-03 11:51:02,Travel, Web ,Wallet,845,89399,11,1730,9440,52,1,High
19890,7F888A55,2021-03-19 05:21:04,Electronics, Web ,Netbanking,906,39117,15,1578,16916,62,1,Medium
19891,00C51B37,2021-05-05 22:31:12,Website-services, Mobile ,PayPal_Pay_Later,365,87602,11,1113,17683,94,1,Medium
19892,5252B450,2021-04-26 11:07:47,Website-services, Web ,Wallet,876,84125,18,7227,11438,50,1,Medium
19893,74EF9C17,2021-06-07 15:16:36,Travel, Mobile ,Netbanking,1568,64515,1,5551,16845,63,3,Medium
19894,1A766427,2021-03-28 05:29:16,Website-services, Mobile ,PayPal_Pay_Later,852,55559,20,1686,16807,76,1,About_to_churn
19895,A8AAF001,2021-03-06 17:29:30,Fashion, Web ,PayPal_Pay_Later,151,64673,12,895,23553,94,1,Medium
19896,4F115F6B,2021-05-09 10:02:45,Fashion, Mobile ,PayPal_Pay_Later,145,60641,18,1531,12165,81,1,Medium
19897,BAFD166C,2021-04-07 17:33:09,Website-services, Web ,PayPal_Pay_Later,354,57711,14,260,23634,82,2,Medium
19898,955D0D90,2021-05-08 23:05:41,Travel, Mobile ,PayPal_Credit_Card,4766,49483,52,27791,2906,17,5,Medium
19899,FBF3485F,2021-05-27 08:12:35,Website-services, Web ,Debit_Card,553,70557,3,2339,17362,82,1,About_to_churn
19900,61B48E6F,2021-05-08 17:37:26,Website-services, Web ,Wallet,504,89359,14,6332,10792,63,1,About_to_churn
19901,660789A6,2021-03-05 22:23:55,Travel, Mobile ,PayPal_Credit_Card,2367,83898,44,32629,4067,19,4,Medium
19902,D3BB9DC0,2021-05-01 09:30:18,Electronics, Web ,PayPal_Pay_Later,470,33942,16,1464,18862,89,2,Low
19903,F194194E,2021-04-19 00:35:36,Fashion, Mobile ,PayPal_Pay_Later,120,13881,10,1742,24016,85,1,About_to_churn
19904,0B9655BE,2021-05-22 11:31:17,Travel, Web ,Debit_Card,3841,62381,15,1530,14108,65,3,Low
19905,9585E270,2021-05-22 12:37:49,Travel, Mobile ,PayPal_Credit_Card,3107,68504,32,31985,4026,13,3,High
19906,920CF397,2021-05-04 14:56:50,Fashion, Web ,PayPal_Pay_Later,97,19790,8,494,26674,93,2,About_to_churn
19907,EE887B35,2021-04-16 11:39:51,Website-services, Mobile ,Debit_Card,686,18249,21,1941,12125,72,2,High
19908,7B09C6AA,2021-03-27 16:42:24,Electronics, Web ,Wallet,874,31780,12,4217,9000,70,0,About_to_churn
19909,4D4D7B87,2021-05-09 05:56:30,Fashion, Mobile ,PayPal_Pay_Later,74,63481,19,648,21885,93,1,Medium
19910,1A1DC17B,2021-05-29 03:36:30,Pantry, Web ,PayPal_Pay_Later,366,50574,6,1479,18918,90,1,About_to_churn
19911,9B7A61EB,2021-05-10 05:03:40,Fashion, Mobile ,PayPal_Pay_Later,72,48743,13,1618,26515,76,2,Low
19912,C5F0B126,2021-05-06 04:43:37,Website-services, Web ,Debit_Card,944,36453,21,1684,20691,54,1,Medium
19913,9621E3B2,2021-06-06 03:52:33,Travel, Mobile ,PayPal_Credit_Card,4042,28804,37,33789,4166,15,3,Medium
19914,E8DE4A69,2021-04-14 13:02:11,Pantry, Web ,Wallet,347,81866,6,3840,11740,55,0,About_to_churn
19915,DCB9AA03,2021-05-04 05:31:46,Website-services, Web ,Netbanking,243,26428,9,3011,10460,44,2,Low
19916,E2010B23,2021-06-05 23:55:43,Fashion, Mobile ,PayPal_Pay_Later,126,31041,2,577,12912,81,2,Medium
19917,74544A5E,2021-04-16 07:32:21,Travel, Web ,Netbanking,2304,39117,9,5566,11533,44,3,About_to_churn
19918,52DE4831,2021-06-03 20:49:29,Travel, Web ,Debit_Card,3366,13881,4,1261,14368,74,2,Medium
19919,C4FC2978,2021-03-28 01:56:31,Travel, Web ,PayPal_Credit_Card,3884,55621,51,12379,1474,16,4,High
19920,3F9571B9,2021-05-20 00:35:24,Travel, POS ,PayPal_Cobrand_Card,1677,75655,37,4313,2527,19,5,About_to_churn
19921,00188455,2021-05-21 03:56:42,Pantry, Mobile ,PayPal_Pay_Later,140,85594,15,1598,28583,88,2,Medium
19922,4927A4EA,2021-05-22 20:11:46,Travel, Web ,Debit_Card,2120,87409,22,1331,17601,81,1,Medium
19923,758F8487,2021-06-06 06:58:56,Travel, Mobile ,PayPal_Credit_Card,4363,25762,41,30766,1033,16,6,Medium
19924,E47970A4,2021-05-25 11:30:42,Travel, POS ,PayPal_Cobrand_Card,3823,55469,23,8816,3229,9,4,Medium
19925,FFCA63C5,2021-03-26 15:40:06,Website-services, Web ,Wallet,894,66429,6,816,11247,59,1,High
19926,E35A1A10,2021-05-31 01:35:23,Fashion, Web ,Wallet,241,44066,5,1735,11742,62,1,High
19927,F40147D8,2021-05-17 16:35:35,Travel, Web ,PayPal_Credit_Card,4798,72375,32,20027,1165,20,3,Medium
19928,667962DC,2021-04-05 01:32:56,Travel, Web ,Netbanking,1410,40848,15,1603,8963,50,1,Medium
19929,98EB08CA,2021-06-02 00:35:02,Website-services, Mobile ,PayPal_Pay_Later,283,63962,6,743,24339,97,2,Medium
19930,AC906A96,2021-03-04 14:05:29,Website-services, Mobile ,PayPal_Pay_Later,120,16244,19,1533,26104,98,2,About_to_churn
19931,E7D9D7B3,2021-04-21 03:20:23,Website-services, Mobile ,PayPal_Pay_Later,633,57066,10,461,17960,81,2,Low
19932,8F788D01,2021-03-05 01:40:53,Website-services, Mobile ,PayPal_Pay_Later,800,30300,8,492,20455,95,2,Medium
19933,38AC0D39,2021-03-09 08:02:11,Fashion, Web ,Wallet,215,72195,13,1716,11873,54,1,High
19934,3A110D8D,2021-05-04 03:49:30,Travel, Web ,Netbanking,1850,69724,5,5439,9052,47,3,About_to_churn
19935,4E780B6D,2021-04-13 01:38:30,Travel, Mobile ,PayPal_Cobrand_Card,2261,31041,40,4678,1976,8,8,High
19936,ACD671BB,2021-03-08 13:06:08,Fashion, Mobile ,PayPal_Pay_Later,146,89446,6,839,27735,76,2,Low
19937,29214D00,2021-03-07 18:20:39,Pantry, Mobile ,PayPal_Pay_Later,20,53320,8,1743,22172,92,2,Medium
19938,C7806B48,2021-06-10 06:01:03,Pantry, Web ,Wallet,386,32918,10,1787,11842,68,1,Medium
19939,DDD917CB,2021-03-07 12:59:17,Fashion, Mobile ,PayPal_Pay_Later,109,89230,3,1774,25568,88,1,Medium
19940,9DA063B6,2021-03-26 21:18:14,Pantry, Mobile ,PayPal_Pay_Later,143,44712,13,1576,12453,84,1,Low
19941,F50DF99B,2021-04-02 10:29:23,Travel, POS ,PayPal_Cobrand_Card,2596,15450,39,17566,2812,6,7,About_to_churn
19942,AAF12760,2021-04-02 09:26:36,Travel, Mobile ,PayPal_Credit_Card,4186,80428,33,37875,4281,12,5,High
19943,5C0C6291,2021-05-06 17:40:34,Website-services, Web ,PayPal_Pay_Later,547,29271,4,889,23089,99,2,About_to_churn
19944,2B247670,2021-04-26 18:03:35,Pantry, Web ,Netbanking,310,61958,7,3337,17810,62,3,Medium
19945,743C541F,2021-03-14 23:48:20,Travel, Mobile ,PayPal_Credit_Card,1175,85437,45,13372,3660,18,5,Medium
19946,33C525F8,2021-06-05 08:45:07,Travel, Mobile ,PayPal_Credit_Card,4491,63539,54,19172,4260,17,5,Medium
19947,412587FE,2021-05-23 19:22:02,Fashion, Mobile ,PayPal_Pay_Later,99,25762,6,350,23322,84,1,About_to_churn
19948,9FD76C05,2021-03-26 16:19:56,Pantry, Web ,PayPal_Pay_Later,93,80496,7,1655,27664,98,1,About_to_churn
19949,12C9AE59,2021-04-11 18:53:21,Fashion, Mobile ,PayPal_Pay_Later,86,78626,8,1148,19685,94,1,Medium
19950,B28F2F15,2021-05-28 17:58:23,Travel, Mobile ,PayPal_Credit_Card,3150,36011,42,6338,1863,21,6,Medium
19951,55F64A56,2021-05-03 05:53:43,Fashion, Web ,PayPal_Pay_Later,185,58375,8,1436,24184,76,1,Medium
19952,5F631829,2021-04-23 19:33:29,Travel, Web ,PayPal_Credit_Card,4776,46147,56,12174,1647,14,6,Medium
19953,2EBB9173,2021-03-21 05:58:17,Website-services, Web ,Wallet,203,75448,5,4440,9626,59,1,High
19954,8EC04509,2021-04-11 16:52:06,Fashion, Web ,Netbanking,206,21122,14,5174,14712,58,1,Medium
19955,0C83CBD8,2021-03-17 07:35:38,Travel, Web ,PayPal_Credit_Card,4303,12262,54,24550,2887,14,3,Medium
19956,30FA7A9A,2021-04-29 22:36:38,Electronics, Web ,Debit_Card,846,70347,6,1473,17710,57,3,High
19957,8227E774,2021-03-24 03:26:46,Fashion, Mobile ,PayPal_Pay_Later,53,52414,15,614,16506,90,2,Low
19958,4E08005C,2021-04-15 06:06:05,Website-services, Web ,Wallet,691,50677,16,2258,11224,56,1,Low
19959,7EAFFEBD,2021-04-12 13:15:41,Others, Web ,PayPal_Credit_Card,4075,16686,42,6860,2448,20,5,Medium
19960,586E938A,2021-04-04 11:30:05,Travel, Web ,Debit_Card,4000,70557,6,1688,19173,73,2,Medium
19961,CD847C8D,2021-04-28 00:45:37,Website-services, Web ,Debit_Card,947,50574,4,2366,15905,84,1,Medium
19962,9F6F1169,2021-05-12 17:45:37,Travel, Web ,Debit_Card,3710,59625,7,1533,14609,64,3,Low
19963,E462F408,2021-03-04 00:05:01,Travel, Web ,Debit_Card,3559,89883,22,1260,20097,83,1,Medium
19964,FED2613C,2021-03-15 20:45:13,Travel, Web ,PayPal_Cobrand_Card,3544,51950,42,20674,1994,9,8,Low
19965,659640B4,2021-04-02 06:55:41,Fashion, Mobile ,PayPal_Pay_Later,130,70514,8,608,25356,79,2,Medium
19966,13337C41,2021-03-06 18:15:23,Travel, Mobile ,PayPal_Credit_Card,1423,89815,50,28203,3136,21,6,Medium
19967,EB760BF3,2021-03-20 14:10:11,Travel, Mobile ,PayPal_Credit_Card,4261,57442,43,23431,3971,15,3,Medium
19968,7A38594C,2021-04-29 05:44:06,Fashion, Mobile ,PayPal_Pay_Later,241,46144,7,583,13300,86,2,About_to_churn
19969,50EB4F50,2021-04-21 00:53:40,Travel, Web ,PayPal_Cobrand_Card,2652,30380,31,23916,2633,9,7,Medium
19970,6F703923,2021-06-02 02:02:04,Fashion, Mobile ,PayPal_Pay_Later,55,72551,20,1539,21893,94,2,Low
19971,C2346A80,2021-05-31 16:03:49,Travel, Web ,PayPal_Credit_Card,4409,89818,35,8777,1403,18,4,High
19972,A7CB88EE,2021-03-20 03:04:26,Travel, Web ,PayPal_Credit_Card,4001,48010,48,15410,1106,21,3,High
19973,6BAC59E7,2021-03-20 12:08:54,Pantry, Web ,PayPal_Pay_Later,62,79359,20,1438,15520,91,1,Low
19974,3F7DD7BE,2021-03-03 20:33:22,Fashion, Mobile ,PayPal_Pay_Later,186,62665,4,1606,16818,85,2,Medium
19975,768FFD0C,2021-04-21 23:25:43,Website-services, Mobile ,Netbanking,388,35496,14,4826,8584,47,3,About_to_churn
19976,7748E261,2021-03-17 13:23:42,Website-services, Mobile ,PayPal_Pay_Later,425,51665,8,419,17191,99,1,About_to_churn
19977,648A4144,2021-05-10 12:03:02,Electronics, Web ,Wallet,321,75940,17,791,9604,50,1,Low
19978,A58E0DD3,2021-03-18 16:47:09,Website-services, Mobile ,Netbanking,456,31246,1,4745,17122,46,3,High
19979,F5CFEF82,2021-03-04 20:43:34,Website-services, Mobile ,PayPal_Pay_Later,168,15411,18,927,28914,89,2,Low
19980,BE9CBC66,2021-03-26 02:54:33,Travel, Mobile ,PayPal_Credit_Card,4192,87019,57,30969,2739,11,3,High
19981,4B23111A,2021-03-07 18:06:18,Website-services, Web ,Wallet,834,26477,5,1117,11809,67,1,About_to_churn
19982,06EB8854,2021-04-22 20:13:05,Fashion, Mobile ,PayPal_Pay_Later,55,30918,7,1032,15247,82,1,Medium
19983,0598B865,2021-03-30 15:23:03,Travel, Mobile ,PayPal_Credit_Card,4206,23630,50,14423,3625,14,3,High
19984,8DD46BED,2021-03-18 18:24:06,Travel, Mobile ,Debit_Card,3663,79723,15,2343,20505,77,3,About_to_churn
19985,E1BC4EF4,2021-05-10 11:13:29,Electronics, Mobile ,PayPal_Pay_Later,259,63315,16,1457,12046,97,2,About_to_churn
19986,A8801296,2021-05-19 19:16:27,Website-services, Web ,Netbanking,990,88650,11,4811,10991,44,2,Low
19987,8105EC20,2021-05-19 04:56:15,Fashion, Web ,PayPal_Pay_Later,54,25472,10,1303,19331,75,2,Low
19988,92BCD2DD,2021-05-14 17:13:42,Fashion, Mobile ,PayPal_Pay_Later,119,22103,20,1792,20831,77,1,About_to_churn
19989,500E8A91,2021-05-07 14:16:41,Travel, Mobile ,PayPal_Credit_Card,4366,50555,37,22423,2756,13,6,High
19990,64B715B2,2021-05-20 00:38:39,Website-services, Mobile ,PayPal_Pay_Later,141,11803,17,284,12477,76,2,Low
19991,C071AC57,2021-03-31 21:44:58,Fashion, Web ,PayPal_Pay_Later,163,85319,2,1031,25865,77,1,Medium
19992,7B2F3209,2021-04-09 12:09:34,Electronics, Web ,PayPal_Pay_Later,204,49142,18,1448,27812,80,1,Low
19993,86E139D2,2021-05-25 16:04:46,Travel, Web ,Debit_Card,1822,18559,7,1529,11216,69,3,Medium
19994,B81187D5,2021-05-27 13:28:47,Website-services, Mobile ,PayPal_Pay_Later,142,65330,20,597,22647,99,1,Low
19995,02D1CDB4,2021-06-08 11:19:27,Fashion, Web ,PayPal_Pay_Later,98,25762,7,1592,13031,76,1,Low
19996,F4E7BE46,2021-03-06 23:50:40,Pantry, Web ,PayPal_Pay_Later,67,51665,15,1154,25148,90,2,About_to_churn
19997,A1F5B915,2021-05-10 16:58:49,Website-services, Mobile ,Netbanking,228,73768,5,3128,9110,54,3,Medium
19998,B95FE9E0,2021-05-04 07:03:57,Electronics, Web ,Netbanking,1094,65570,3,5484,12665,51,3,Medium
19999,494A2599,2021-05-19 19:47:02,Travel, Web ,PayPal_Credit_Card,4380,53083,46,42723,1665,19,5,High
20000,BCA02EEF,2021-03-19 06:07:14,Travel, Mobile ,PayPal_Credit_Card,4755,69498,51,16007,1098,15,3,Medium
20001,CE2998C1,2021-03-26 12:04:50,Fashion, Mobile ,PayPal_Pay_Later,59,48133,3,1439,27031,84,2,Medium
20002,138B910D,2021-04-30 11:39:20,Pantry, Web ,Netbanking,328,48826,7,1765,17995,57,3,High
20003,E1DA6E59,2021-05-16 10:46:16,Website-services, Web ,Wallet,934,47373,18,7447,9344,50,1,Medium
20004,C01E1C6C,2021-06-07 19:51:50,Others, Mobile ,PayPal_Credit_Card,4198,31394,58,39235,4386,18,4,High
20005,E15E4356,2021-03-09 12:12:30,Website-services, Mobile ,PayPal_Pay_Later,630,21783,5,736,25523,80,1,Low
20006,693CBA2B,2021-03-24 23:07:11,Website-services, Web ,PayPal_Pay_Later,909,13881,20,281,24976,85,2,Medium
20007,47E52D41,2021-03-11 11:48:52,Travel, Web ,PayPal_Credit_Card,4718,43017,46,32867,1674,15,6,High
20008,5D07FCBC,2021-03-10 15:49:26,Travel, Web ,Debit_Card,834,56829,2,1239,18789,75,2,High
20009,9F84FA66,2021-05-20 06:55:15,Fashion, Mobile ,PayPal_Pay_Later,136,17720,13,811,23082,75,1,About_to_churn
20010,5A09D743,2021-04-06 16:39:45,Website-services, Web ,Wallet,815,57099,7,7258,11936,61,1,Medium
20011,7FDB607B,2021-05-05 07:29:43,Travel, Web ,PayPal_Credit_Card,1442,37021,56,31407,2211,12,5,High
20012,E0F6D183,2021-03-05 04:51:30,Fashion, Mobile ,PayPal_Pay_Later,193,72516,7,619,26172,93,2,Low
20013,0CCD2A6A,2021-04-17 16:50:24,Fashion, Web ,PayPal_Pay_Later,193,48010,16,437,28942,96,1,Low
20014,39397DD5,2021-04-17 01:23:29,Travel, Mobile ,PayPal_Credit_Card,4199,41842,33,42666,3672,15,6,Medium
20015,6EBFD13B,2021-05-24 22:48:33,Website-services, Web ,Debit_Card,600,53211,6,1041,12808,75,3,Medium
20016,E0155256,2021-05-27 03:57:00,Travel, POS ,PayPal_Cobrand_Card,2323,69594,28,3286,2044,18,4,Medium
20017,101980DF,2021-03-13 10:59:39,Website-services, Mobile ,Netbanking,764,30918,15,2076,8954,54,3,Medium
20018,7E5C77B4,2021-04-03 21:03:26,Travel, Mobile ,PayPal_Credit_Card,4769,49234,44,11115,2070,12,6,Medium
20019,686AC343,2021-03-07 20:31:40,Fashion, Web ,Wallet,207,14154,8,7973,11582,67,1,Medium
20020,504542F5,2021-04-11 11:42:47,Fashion, Mobile ,PayPal_Pay_Later,80,31067,7,615,21350,93,1,Low
20021,75BED058,2021-03-26 16:28:30,Travel, Mobile ,PayPal_Cobrand_Card,2850,81176,41,9584,3198,16,5,Medium
20022,868BD989,2021-03-22 17:38:33,Fashion, Mobile ,PayPal_Pay_Later,106,24873,3,536,27823,99,2,Medium
20023,5FD7530C,2021-03-11 09:25:23,Website-services, Web ,Wallet,636,55739,16,679,10157,61,1,About_to_churn
20024,026321A9,2021-04-08 06:11:24,Travel, Web ,PayPal_Cobrand_Card,3788,28804,31,18400,3031,8,7,About_to_churn
20025,F06F8F9A,2021-06-06 10:31:42,Website-services, Web ,Wallet,403,30619,17,2631,11204,61,1,Low
20026,47FB316A,2021-03-17 17:27:51,Electronics, Web ,Netbanking,498,20812,13,5828,9876,55,2,Medium
20027,6CEAEC1E,2021-04-04 18:37:11,Fashion, Mobile ,Netbanking,224,24040,10,2567,18455,41,2,High
20028,06A0C0A2,2021-06-04 11:00:42,Travel, Web ,PayPal_Credit_Card,4650,58284,49,42778,2549,17,6,High
20029,0B58AE33,2021-04-04 16:27:08,Travel, Mobile ,PayPal_Credit_Card,4677,36995,42,35058,1320,18,5,Medium
20030,A653370D,2021-03-09 16:59:21,Electronics, Web ,Wallet,637,89446,11,5750,9974,57,1,Medium
20031,C73E8F45,2021-06-08 13:06:30,Travel, Web ,Netbanking,1126,42127,13,5749,9372,63,3,Medium
20032,99924540,2021-05-13 17:26:43,Fashion, Web ,Wallet,206,14154,15,918,10796,64,1,About_to_churn
20033,F94766EA,2021-03-19 06:10:13,Travel, Web ,Netbanking,969,88180,9,2052,9967,64,1,Medium
20034,D72185B9,2021-06-10 04:42:43,Travel, Web ,PayPal_Cobrand_Card,1601,80428,37,18186,2885,6,5,About_to_churn
20035,5B482443,2021-03-23 08:50:46,Fashion, Mobile ,PayPal_Pay_Later,100,75443,7,1229,13186,78,1,Medium
20036,0B146B91,2021-05-12 17:06:46,Website-services, Web ,Wallet,657,11321,7,2865,10190,54,1,About_to_churn
20037,78B340F5,2021-03-24 18:56:03,Electronics, Web ,Wallet,356,68593,15,7846,9570,52,1,Medium
20038,1F703B36,2021-04-09 21:23:51,Travel, Web ,PayPal_Credit_Card,4056,18249,36,26138,1255,12,6,Medium
20039,5FD94B76,2021-04-09 22:47:44,Website-services, Web ,Debit_Card,521,19374,6,1723,10139,72,2,Medium
20040,A249691B,2021-06-02 23:09:06,Travel, Web ,PayPal_Cobrand_Card,1853,47426,35,11187,2937,24,8,About_to_churn
20041,1DE08C55,2021-03-15 12:29:53,Website-services, Mobile ,PayPal_Pay_Later,380,81481,15,1470,29468,93,2,Low
20042,12A1C9BF,2021-03-26 16:46:38,Fashion, Web ,Wallet,232,85319,16,6920,11284,61,0,Medium
20043,4D53FC0A,2021-05-31 16:46:21,Electronics, Web ,Netbanking,621,25242,3,1647,8488,62,3,About_to_churn
20044,D8057C8A,2021-05-30 11:08:43,Travel, Web ,Netbanking,1325,11321,12,2185,11341,44,2,Medium
20045,3BF6A519,2021-04-21 08:01:54,Travel, Web ,Debit_Card,3307,53880,15,2279,11698,69,2,Medium
20046,908A7342,2021-05-04 18:53:40,Website-services, Mobile ,PayPal_Pay_Later,140,16668,8,1453,12977,83,2,About_to_churn
20047,2E92E357,2021-04-02 19:39:40,Website-services, Mobile ,Debit_Card,536,30019,17,2228,21929,62,2,About_to_churn
20048,21734BEC,2021-05-16 18:19:45,Pantry, Mobile ,Netbanking,325,72859,5,3965,7519,48,2,About_to_churn
20049,AAE8EFA1,2021-04-10 00:37:11,Fashion, Web ,Netbanking,217,31394,10,2752,12529,56,1,Medium
20050,71E9643A,2021-05-08 15:30:38,Fashion, Mobile ,PayPal_Pay_Later,157,33005,12,1058,19254,79,1,About_to_churn
20051,1F38F766,2021-06-07 07:13:08,Pantry, Web ,Wallet,281,58284,13,2946,9237,63,1,Medium
20052,14197CEA,2021-05-01 11:48:36,Travel, Mobile ,PayPal_Cobrand_Card,1269,45933,29,11478,1952,25,6,Low
20053,82C414DF,2021-04-05 17:53:33,Pantry, Web ,PayPal_Pay_Later,246,53573,7,1518,28382,75,2,Medium
20054,35A181D9,2021-04-14 00:01:42,Travel, POS ,PayPal_Cobrand_Card,3194,41783,37,26138,3136,16,6,Medium
20055,567A3E61,2021-04-06 16:50:12,Travel, Web ,PayPal_Cobrand_Card,2225,74228,36,15206,1944,7,5,About_to_churn
20056,3AD4DDDF,2021-03-26 13:40:08,Travel, Mobile ,Netbanking,1004,45428,8,5399,14059,43,3,Low
20057,9B7F1043,2021-05-01 11:31:33,Fashion, Web ,PayPal_Pay_Later,92,26015,9,901,26994,76,2,Low
20058,FAD599E9,2021-04-15 04:36:34,Travel, Mobile ,Debit_Card,2954,83033,14,1199,14892,70,3,Low
20059,FBB0A094,2021-03-27 07:54:28,Fashion, Mobile ,PayPal_Pay_Later,78,71606,7,716,17804,91,1,About_to_churn
20060,656E3439,2021-05-30 23:09:57,Travel, Mobile ,Debit_Card,2829,62850,6,1913,20894,83,1,Medium
20061,92922884,2021-05-15 14:52:25,Website-services, Mobile ,PayPal_Pay_Later,622,61040,3,482,17262,79,2,Low
20062,6040236F,2021-03-28 05:26:46,Travel, Web ,PayPal_Credit_Card,4103,53211,51,34753,1640,12,4,High
20063,7C24BCD7,2021-03-05 17:48:14,Travel, Web ,PayPal_Credit_Card,2848,27580,33,5689,3876,17,4,Medium
20064,B2A20949,2021-05-13 14:43:33,Travel, Web ,PayPal_Credit_Card,1301,51560,39,12696,3766,12,3,Medium
20065,0AA8A9DE,2021-04-28 15:32:22,Website-services, Mobile ,Debit_Card,742,65907,21,1160,20034,82,2,Medium
20066,1128B58A,2021-03-07 10:06:15,Travel, Web ,PayPal_Credit_Card,4050,38898,39,23367,3111,19,4,High
20067,D0BAD768,2021-05-14 20:14:09,Fashion, Mobile ,PayPal_Pay_Later,234,46147,10,339,14744,93,1,About_to_churn
20068,A050D94A,2021-06-07 08:12:31,Travel, Mobile ,PayPal_Credit_Card,2728,64515,34,29971,4114,12,5,Medium
20069,297C765F,2021-03-18 09:27:23,Fashion, Mobile ,PayPal_Pay_Later,194,31925,19,557,16952,75,2,Low
20070,DC0C7D0B,2021-05-26 10:17:47,Website-services, Mobile ,PayPal_Pay_Later,777,44712,19,706,27380,100,2,Low
20071,5E7D65CD,2021-03-31 08:06:35,Travel, POS ,PayPal_Cobrand_Card,3715,38556,36,3927,1852,20,7,Medium
20072,CE52E0EE,2021-05-30 09:51:07,Travel, Web ,PayPal_Credit_Card,4659,37622,57,29482,3388,19,5,Medium
20073,91AB92E7,2021-03-18 13:45:38,Website-services, Mobile ,PayPal_Pay_Later,642,71606,18,894,25823,87,2,About_to_churn
20074,20E9CD21,2021-03-05 04:55:50,Fashion, Web ,Netbanking,227,20615,14,2821,10343,50,1,About_to_churn
